U ID,Derived View,Domain,Type,Name,Description,Creation Date,Last Update Date (data),Category,Keywords,Downloads,Visits,Department,Owner,ContactEmail,Frequency
6xby-fhuz,false,data.austintexas.gov,story,ParkScore Ranking:  Park Quality Ranking out of 100,,04/27/2016 08:01:22 PM +0000,04/27/2016 08:01:22 PM +0000,,,0,294,,jesse.rodriguez,,
wqcq-3bzv,false,data.austintexas.gov,story,Residential Zoning Reviews Completed On-Time,,05/12/2016 06:59:11 PM +0000,05/12/2016 06:59:11 PM +0000,,,0,266,,jesse.rodriguez,,
npj6-e2vu,false,data.austintexas.gov,story,Citizen Satisfaction with the Appearance of Park Grounds,,05/03/2016 06:30:28 PM +0000,05/03/2016 06:30:28 PM +0000,,,0,284,,jesse.rodriguez,,
qnb3-wdzq,false,data.austintexas.gov,story,Internet Sessions per Capita,,04/29/2016 03:13:21 PM +0000,04/29/2016 03:13:21 PM +0000,,,0,258,,jesse.rodriguez,,
y7r3-53wz,false,data.austintexas.gov,story,Citizen Satisfaction with Quality of City Libraries,,04/29/2016 03:08:48 PM +0000,04/29/2016 03:08:48 PM +0000,,,0,261,,jesse.rodriguez,,
kgyw-gzms,false,data.austintexas.gov,story,Materials Expenditures per Capita,,04/29/2016 03:20:28 PM +0000,04/29/2016 03:20:28 PM +0000,,,0,276,,jesse.rodriguez,,
rgb6-iu3h,false,data.austintexas.gov,story,Year to Date Spending,,04/29/2016 04:08:50 PM +0000,04/29/2016 04:08:50 PM +0000,,,0,344,,jesse.rodriguez,,
wavc-292u,false,data.austintexas.gov,story,Women Taught to Breastfeed,,04/27/2016 06:35:28 PM +0000,04/27/2016 06:35:28 PM +0000,,,0,290,,Alyson,,
9ywr-n6ep,false,data.austintexas.gov,story,Renewable Power Generated as a Percent of Consumption,,05/06/2016 02:12:19 PM +0000,05/06/2016 02:12:19 PM +0000,,,0,254,,jesse.rodriguez,,
fxjd-9b5p,false,data.austintexas.gov,story,Households Assisted with Repair Services,,05/02/2016 07:20:50 PM +0000,05/02/2016 07:20:50 PM +0000,,,0,148,,jesse.rodriguez,,
rqkh-fsmb,false,data.austintexas.gov,story,Building Inspections Performed Within 24 Hours,,04/27/2016 07:04:36 PM +0000,04/27/2016 07:04:36 PM +0000,,,0,280,,Alyson,,
vcrm-qk6n,false,data.austintexas.gov,story,Austin Code Complaints Processing Time,,04/27/2016 07:29:25 PM +0000,04/27/2016 07:29:25 PM +0000,,,0,234,,jesse.rodriguez,,
ypck-sns9,false,data.austintexas.gov,story,Households/Persons Assisted Through Housing Services,,04/29/2016 03:30:20 PM +0000,04/29/2016 03:30:20 PM +0000,,,0,138,,jesse.rodriguez,,
kpif-4nsw,false,data.austintexas.gov,story,Contracts with Artists and Art Groups,,04/27/2016 06:45:35 PM +0000,04/27/2016 06:45:35 PM +0000,,,0,225,,Alyson,,
6gf6-ywaz,false,data.austintexas.gov,story,Community and Commercial Events Attended,,04/27/2016 07:06:46 PM +0000,04/27/2016 07:06:46 PM +0000,,,0,234,,jesse.rodriguez,,
g447-fkie,false,data.austintexas.gov,story,Customer Satisfaction Index,,05/06/2016 01:52:01 PM +0000,05/06/2016 01:52:01 PM +0000,,,0,281,,jesse.rodriguez,,
bc2g-kn2q,false,data.austintexas.gov,story,Building Plan Reviews Completed Within 21 Days,,04/27/2016 07:11:22 PM +0000,04/27/2016 07:11:22 PM +0000,,,0,303,,Alyson,,
fm47-5acp,false,data.austintexas.gov,story,"Client Visits to ""Shots for Tots"" Clinics",,04/28/2016 02:51:55 PM +0000,04/28/2016 02:51:55 PM +0000,,,0,324,,jesse.rodriguez,,
xu7z-yqp2,false,data.austintexas.gov,story,Substandard Structure Complaints Processing Time,,04/27/2016 07:16:04 PM +0000,04/27/2016 07:16:04 PM +0000,,,0,223,,jesse.rodriguez,,
sei9-yuuj,false,data.austintexas.gov,story,Nuisance Abatement Complaints Processing Time,,04/27/2016 07:24:07 PM +0000,04/27/2016 07:24:07 PM +0000,,,0,241,,jesse.rodriguez,,
ka7f-nsdt,false,data.austintexas.gov,story,Training Hours for Investigative FTEs for Fiscal Year,,04/27/2016 07:35:14 PM +0000,04/27/2016 07:35:14 PM +0000,,,0,244,,jesse.rodriguez,,
5z6t-z74p,false,data.austintexas.gov,story,Development Encounters Provided to Youth,,04/28/2016 03:05:19 PM +0000,04/28/2016 03:05:19 PM +0000,,,0,330,,jesse.rodriguez,,
k8h3-68dj,false,data.austintexas.gov,story,User Satisfaction with Recreation Programs,,04/27/2016 08:03:59 PM +0000,04/27/2016 08:03:59 PM +0000,,,0,303,,jesse.rodriguez,,
i7fi-yepz,false,data.austintexas.gov,story,Citizen Satisfaction with Materials at Libraries,,04/29/2016 03:00:51 PM +0000,04/29/2016 03:00:51 PM +0000,,,0,261,,jesse.rodriguez,,
b7s3-y6hb,false,data.austintexas.gov,story,Reduction or Elimination of Income Barriers,,04/27/2016 06:40:34 PM +0000,04/27/2016 06:40:34 PM +0000,,,0,294,,Alyson,,
fkym-pzxv,false,data.austintexas.gov,story,Power Supply Cost Average,,05/06/2016 02:05:33 PM +0000,05/06/2016 02:05:33 PM +0000,,,0,258,,jesse.rodriguez,,
desc-6kdj,false,data.austintexas.gov,story,Austin Energy Bond Rating,,05/06/2016 01:43:46 PM +0000,05/06/2016 01:43:46 PM +0000,,,0,271,,jesse.rodriguez,,
mpxy-nh5j,false,data.austintexas.gov,story,Rental Units Created and/or Retained,,04/29/2016 03:34:34 PM +0000,04/29/2016 03:34:34 PM +0000,,,0,164,,jesse.rodriguez,,
35ps-i38k,false,data.austintexas.gov,story,Health and Human Services Director Message,,05/21/2016 08:44:11 PM +0000,05/21/2016 08:44:11 PM +0000,,,0,53,,jesse.rodriguez,,
7jmi-ufwk,false,data.austintexas.gov,story,Infectious Disease Interventions,,05/02/2016 07:05:23 PM +0000,05/02/2016 07:05:23 PM +0000,,,0,297,,jesse.rodriguez,,
kvyj-xhyx,false,data.austintexas.gov,story,Clients who Maintain or Transition into Housing,,05/02/2016 07:11:53 PM +0000,05/02/2016 07:11:53 PM +0000,,,0,313,,jesse.rodriguez,,
h4dw-35vc,false,data.austintexas.gov,story,Heat Rate,,05/06/2016 02:02:36 PM +0000,05/06/2016 02:02:36 PM +0000,,,0,272,,jesse.rodriguez,,
ays9-dp47,false,data.austintexas.gov,story,Fixed Food Establishment Inspections,,04/28/2016 03:00:24 PM +0000,04/28/2016 03:00:24 PM +0000,,,0,316,,jesse.rodriguez,,
63qm-249s,false,data.austintexas.gov,story,1-template_DirectorMessage2,,05/20/2016 08:27:05 PM +0000,05/20/2016 08:27:05 PM +0000,,,0,35,,JillioG,,
npnp-mfkb,false,data.austintexas.gov,story,Library Program Attendance per Capita,,04/29/2016 03:17:06 PM +0000,04/29/2016 03:17:06 PM +0000,,,0,274,,jesse.rodriguez,,
3tq6-2q38,false,data.austintexas.gov,story,Police Directors Message,,05/21/2016 07:56:21 PM +0000,05/21/2016 07:56:21 PM +0000,,,0,35,,jesse.rodriguez,,
wnqe-dgzb,false,data.austintexas.gov,story,Public Works DirectorMessage,,05/21/2016 08:26:14 PM +0000,05/21/2016 08:26:14 PM +0000,,,0,43,,jesse.rodriguez,,
bhhb-8e4r,false,data.austintexas.gov,story,Austin Public Library Director Message,,05/21/2016 08:45:45 PM +0000,05/21/2016 08:45:45 PM +0000,,,0,51,,jesse.rodriguez,,
5ds9-4yjw,false,data.austintexas.gov,story,Austin Code Director Message,,05/21/2016 08:46:00 PM +0000,05/21/2016 08:46:00 PM +0000,,,0,59,,jesse.rodriguez,,
s5zn-zz6q,false,data.austintexas.gov,story,Planning and Zoning Director Message,,05/21/2016 09:25:52 PM +0000,05/21/2016 09:25:52 PM +0000,,,0,38,,jesse.rodriguez,,
mjcr-gm7k,false,data.austintexas.gov,story,Austin Water Director Message,,05/21/2016 09:43:24 PM +0000,05/21/2016 09:43:24 PM +0000,,,0,101,,jesse.rodriguez,,
sg3u-erpa,false,data.austintexas.gov,story,Austin Energy Director Message,,05/21/2016 09:42:39 PM +0000,05/21/2016 09:42:39 PM +0000,,,0,50,,jesse.rodriguez,,
6nfp-8nuv,false,data.austintexas.gov,story,FY 2015_Indicator_Financial Services_City of Austin's Bond Ratings,,05/11/2016 03:19:44 PM +0000,05/11/2016 03:19:44 PM +0000,,,0,32,,jesse.rodriguez,,
jrat-n5fe,false,data.austintexas.gov,story,Participants Attending International Business Seminars,,04/27/2016 06:55:09 PM +0000,04/27/2016 06:55:09 PM +0000,,,0,200,,Alyson,,
5t5d-xrry,false,data.austintexas.gov,story,Office of Sustainability Dashboard,,04/20/2016 03:22:17 PM +0000,04/20/2016 03:22:17 PM +0000,,,0,88,,Peter Feighner,,
ehr9-9y6s,false,data.austintexas.gov,blob,East Austin Historic Resources Survey - Draft V2 Citywide Historic Context,,08/30/2016 06:55:11 PM +0000,08/30/2016 06:55:11 PM +0000,Government,,40,10,Planning and Zoning,Julia,,As Needed
b87j-3i3i,false,data.austintexas.gov,table,Medically Vulnerable Program,"The City of Austin maintains a Medically Vulnerable Registry of customers with a long-term disease, ailment, or critical illness. Customers eligible for the registry receive additional time to pay their utility bills and personal case management services from Austin Energy and partnering social service agencies.",09/06/2016 05:47:54 PM +0000,09/06/2016 05:48:00 PM +0000,Utility,"medically vulnerable,illness,social service,bill,help",27,23,Austin Energy,Elaine Lee,,As Needed
mt4k-z5hx,false,data.austintexas.gov,table,Tree Trimming ( Line Clearance Workload),"Vegetation Management is important for public safety and the reliability of the electric system. Austin Energy invests about $9 million annually in its Vegetation Management Program. A staff of 13 Austin Energy arborists and foresters oversee the program. Austin Energy contract crews currently trim trees citywide on a six-year cycle, trimming approximately 400 miles of power lines each year. About 50 crews (160 to 170 staff members) are in the field each day. There are approximately 2,400 miles of primary line to maintain. 

Austin Energy is one of the few utilities in the nation that attempts to meet with each property owner in advance of tree trimming. A plan detailing the trimming needed for each tree on a property is discussed and provided to the property owner for their acknowledgment and signature. When property owners refuse to meet or cooperate with scheduling, they receive a refusal letter which indicates when trimming will occur. The number of refusal letters is extremely small, less than 1% annually.",09/06/2016 06:39:32 PM +0000,09/06/2016 06:39:37 PM +0000,Utility,"vegetation management,tree,line clearance,property,energy",16,19,Austin Energy,Elaine Lee,,Annually
ukf5-i76d,false,data.austintexas.gov,table,Emissions By Plant,"Austin Energy has a goal to reduce CO2 emissions by 2020 to a level that is 20% below 2005 levels. CO2-equivalent is a measure used to compare the emissions of different greenhouse gases based on their global warming potential.This goal was approved by the Austin City Council in April 2010 as part of Austin Energy’s Generation Plan. From 2005 to 2012 Austin Energy stack emissions have declined by 16.5%. 

Total stack greenhouse gas emissions reported here include carbon dioxide (CO2) as well as the greenhouse gases methane and nitrous oxide, and are reported as metric tonnes of carbon dioxide equivalents (CO2-eq). Carbon dioxide equivalent is a measure used to compare the emissions of different greenhouse gases based on their global warming potential (GWP). Non-CO2 greenhouse gases make up less than 1% of Austin Energy’s stack emissions.

Plant gas emissions reported in the below table do not include CO2-equivalents and are reported in English dry tons. Austin Energy uses English dry tons for annual reporting to the Environmental Protection Agency (EPA).",09/12/2016 03:33:02 PM +0000,09/12/2016 03:33:07 PM +0000,Utility,"emissions by plant,gas,greenhouse gas,carbon dioxide,energy",24,25,Austin Energy,Elaine Lee,,Annually
qhxa-cink,false,data.austintexas.gov,table,Payment Arrangements,"Utility payment arrangements are available to customers who fall behind on their utility bills. To enter into an arrangement, customers must make on time payments of their monthly bills which include the current billed amount plus a monthly installment of their delinquent total.",09/06/2016 06:21:35 PM +0000,09/06/2016 06:21:40 PM +0000,Utility,"payment arrangements,payment,installments,delinquent,energy",20,22,Austin Energy,Elaine Lee,,As Needed
s7dz-xhcs,false,data.austintexas.gov,table,Hearings,Austin Energy provides hearings for customers who would like the opportunity to dispute charges or are in need of any other type of account reconciliation. The hearings are conducted by an impartial Hearing Officer retained by the City of Austin.,09/06/2016 05:41:43 PM +0000,09/06/2016 05:41:50 PM +0000,,"hearing,account reconciliation,austin energy",15,13,Austin Energy,Elaine Lee,,As Needed
id6k-2trt,false,data.austintexas.gov,table,Pedstrian Hybrid Beacon (PHB) Requests,"The dataset contains the ranking and status of pedestrian hybrid beacons (PHBs) requests. 

Detailed information about the PHB evaluation process can be found here: http://austintexas.gov/page/pedestrian-hybrid-beacons

**Roadway Score**
Includes considerations such as the distance to the nearest signal or stop sign, number of lanes to cross, speed limit, and whether and what kind of median is present.

**Pedestrian Score**
Includes considerations such as the pedestrian crash history and the number and type of pedestrian generators in the area.  Pedestrian generators include stores, restaurants, multifamily developments, bus stops, churches, schools, parks, etc.  Also considers whether there is a facility in the area whose primary clientele is a mobility impaired community.

**Community Score**
Includes considerations such as whether the requested location is recommended for a PHB as part of an adopted neighborhood, corridor, or master plan; is part of a school route or within an Environmental Justice Area.",06/03/2016 04:08:16 PM +0000,09/13/2016 01:56:10 PM +0000,Government,"transportation,transit,mobility,traffic signals,pedestrians",99,123,Austin Transportation,John Clary,,Biannually
pnzb-xcxc,false,data.austintexas.gov,table,Traffic Signal Requests,"The dataset contains the ranking and status of traffic signal requests.

Detailed information about the traffic signal evaluation process can be found here:
http://austintexas.gov/page/traffic-signals



**Observation Score**
The observation score is based on physical monitoring of the intersection. Observation typically occurs during the AM and PM traffic peaks and considers congestion levels (how many vehicles are waiting for how long) and traffic patterns (where is traffic trying to go and how difficult is it to make these movements).

**Pedestrian Score**
The pedestrian score considers major and minor pedestrian generators in the area. Pedestrian generators include stores, restaurants, multifamily developments, bus stops, churches, schools, parks, etc.

**Crash History Score**
The crash history score considers the number of crashes that may have been avoided had a traffic signal been installed. The score is based on the highest number of crashes over a 12 month period within the past 3 years.",06/03/2016 04:20:15 PM +0000,09/13/2016 02:04:59 PM +0000,,"transportation,transit,mobility,traffic signals",87,145,Austin Transportation,John Clary,,Biannually
y8ef-u5jx,false,data.austintexas.gov,blob,East Austin Historic Resources Survey - Draft Appendix D Consultant Recommendations for Eligible Local Historic Districts,,08/30/2016 07:40:07 PM +0000,08/30/2016 07:40:07 PM +0000,Government,,592,14,Planning and Zoning,Julia,,As Needed
vs8u-vi6v,false,data.austintexas.gov,blob,East Austin Historic Resources Survey - Draft V1 Landmarks And Districts,,08/30/2016 07:18:48 PM +0000,08/30/2016 07:18:48 PM +0000,Government,,51,11,Planning and Zoning,Julia,,As Needed
eh5e-v4gj,true,data.austintexas.gov,filter/grouped,Percent of Purchased Paper Products with 100% Recycled Content,A full list of the ~50 indicators the Office of Sustainability tracks to measure progress on how we are doing as an organization (the City of Austin) and the broader community.,09/01/2016 09:35:00 PM +0000,09/01/2016 09:34:19 PM +0000,Environmental,"sustainability,indicators,climate,mobility,transportation,ecosystems,zero waste",4,13,Office of Sustainability,Lewis Leff,,Annually
rqwb-n3zr,true,data.austintexas.gov,filter/grouped,Percent of Purchased White Copier Paper with 100% Recycled Content,A full list of the ~50 indicators the Office of Sustainability tracks to measure progress on how we are doing as an organization (the City of Austin) and the broader community.,09/01/2016 08:29:06 PM +0000,09/01/2016 09:34:19 PM +0000,Environmental,"sustainability,indicators,climate,mobility,transportation,ecosystems,zero waste",4,17,Office of Sustainability,Lewis Leff,,Annually
ac5x-csd7,false,data.austintexas.gov,table,Austin Resource Recovery Telework Pilot,"During the City's Employee Commute Reduction Program, Austin Resource Recovery partnered with the non-profit Movability Austin to create a Mobility Plan for the department in order to further reduce on peak commutes and emissions caused by single occupancy vehicles.  One major strategy to achieve this goal was to implement a telework pilot.  ARR developed a telework policy and provided training to all participating employees and their managers.  The telework pilot ran from February 8, 2016, to May 6, 2016.  During this time, measures were taken regarding employees' schedules and commute habits as well as miles driven and estimated MPG of their cars in order to calculate emissions.  Surveys were also taken to gauge employee satisfaction and productivity associated with teleworking.  After reviewing the data and results from the pilot, ARR Director Bob Gedert approved the telework pilot to make it an official departmental program in July, 2016.",08/29/2016 07:31:12 PM +0000,08/29/2016 07:31:24 PM +0000,,"arr,austin resource recovery,telework,telecommute",19,18,Austin Resource Recovery,erin.benoit@austintexas.gov,,As Needed
i8ty-ijab,false,data.austintexas.gov,table,Renewable Resources,"Note: Renewable energy production as a percentage of the total annual energy use by Austin Energy customers 

The Austin Energy Resource & Climate Protection Plan approved by the Austin City Council in 2010 set a target of achieving 35% renewable resources by 2020. This includes 200 megawatts of solar capacity and 1,000 megawatts of wind power. During fiscal year 2012, about 15% of the power delivered from Austin Energy to its customers came from renewable resources. Purchase power agreements for wind, solar and biomass power will bring our renewable portfolio to 23% by the end of 2013.

In June 2013 the Austin City Council approved three new wind contracts totaling 570 megawatts which will put the utility four years ahead of schedule for achieving its 35% renewable energy resources goal by 2020. Those new wind projects will come online between 2014 and 2016.

Austin Energy's first utility-scale solar facility known as the Webberville Solar Project began producing electricity in December 2011. The utility is purchasing all of the electricity produced from the 30-megawatt facility over the next 25 years. Austin Energy is also purchasing all power generated from a 100-megawatt biomass plant which went online in June 2012 (20-year contract).",08/02/2016 04:02:25 PM +0000,09/20/2016 02:05:18 PM +0000,Utility,"renewable resources,austin energy,energy",13,26,Austin Energy,Elaine Lee,,As Needed
szif-fsin,false,data.austintexas.gov,blob,"East Austin Historic Resources Survey - Draft Appendices E, F,G, H - Local Historic District Maps, Recommendations and Resources",,08/30/2016 07:41:04 PM +0000,08/30/2016 07:41:04 PM +0000,Government,,60,11,Planning and Zoning,Julia,,As Needed
28gh-gnfv,false,data.austintexas.gov,blob,East Austin Historic Resources Survey - Draft Appendix B Inventory,,08/30/2016 07:24:57 PM +0000,08/30/2016 07:24:57 PM +0000,Government,,65,20,Planning and Zoning,Julia,,As Needed
3v8m-a9bb,true,data.austintexas.gov,chart,EMS - ASA administration,"*** TEMPORARY DATASET !! **

This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.",07/29/2016 03:22:09 PM +0000,06/22/2016 07:59:35 PM +0000,Public Safety,"ems,clinical measures,stemi,atcems",5,28,Emergency Medical Services,Austin-Travis County EMS,,Quarterly
9jez-nm8h,true,data.austintexas.gov,chart,EMS - STEMI Scene Time,"*** TEMPORARY DATASET !! **

This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.",07/29/2016 03:23:53 PM +0000,06/22/2016 07:59:35 PM +0000,Public Safety,"ems,clinical measures,stemi,atcems",6,28,Emergency Medical Services,Austin-Travis County EMS,,Quarterly
a4zc-2r57,true,data.austintexas.gov,chart,EMS - STEMI Center Transports,"*** TEMPORARY DATASET !! **

This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.",07/29/2016 03:25:49 PM +0000,06/22/2016 07:59:35 PM +0000,Public Safety,"ems,clinical measures,stemi,atcems",5,32,Emergency Medical Services,Austin-Travis County EMS,,Quarterly
irfb-9pg3,false,data.austintexas.gov,table,EMS - Clinical Measures - STEMI,"*** TEMPORARY DATASET !! **

This is a temporary dataset that is being used for prototyping and testing and may be REMOVED without notice.",06/22/2016 07:59:23 PM +0000,06/22/2016 07:59:35 PM +0000,Public Safety,"ems,clinical measures,stemi,atcems",76,26,Emergency Medical Services,Austin-Travis County EMS,,Quarterly
